Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Khakis,7,594.9612708,40689.30809,198.3204236,0,205.16953,1,1,1,0.879159822,0.735915457,469.976359,5.479056691,51.83287859,7.555,8445,58.24390261,220.6095516,2492.914403,24265.06217,0,42094.53603,14.85293074,545.4052264,41.44807721,39539.31084,70,1,6,287.0745935,11,136.018088,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Purples,3,158.3977436,32396.3248,52.79924788,0,403.5153519,1,1,-1,0.887432617,0.973202033,173.2712332,1.648797092,24.43864678,4.192,5808,45.75729675,426.4209869,4887.995493,52785.08031,0,162824.6392,20.64996336,122.0932007,38.7293787,2850.559825,80,2,2,680.9052142,10,513.5495815,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Oranges,4,134.7754715,21999.51369,44.92515718,0,489.6925257,1,1,1,0.956436328,0.712637176,689.6775025,8.603463359,62.22923098,3.658,8342,18.39328564,230.9661392,5358.857536,35680.08028,0,239798.7698,15.19757018,292.371855,24.79088525,2073.194905,30,0,5,449.8391302,8,386.0007047,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Pinks,7,230.7891551,53273.13145,76.92971836,0,692.4909201,0,1,1,0.548882102,0.017410297,32.38291643,6.46634486,42.47696605,4.865,5135,42.691466,661.5039968,8247.917195,76352.80827,1,94110.183,25.71972,251.365819,49.81005071,6005.111285,60,1,1,918.0840561,7,506.9627339,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Purples,1,447.026415,124185.8345,250.7355505,1,495.2861062,1,1,-1,0.409346588,0.996578761,208.354959,8.012277966,19.14286683,6.493,3507,50.99199892,462.4918822,4867.164603,58222.37338,-1,245308.327,21.50562443,68.11264077,11.68736434,63129.05183,90,1,4,744.1008481,12,556.659087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Purples,2,967.0838082,125402.9648,322.3612694,0,389.0137453,1,-1,1,0.473625898,0.941227443,675.530791,5.003966952,73.46084693,0.103,9897,91.53878053,457.3915339,4804.920521,53807.71649,1,151331.6941,21.38671396,125.1154954,61.64261785,104249.1493,90,0,2,681.0572356,13,461.0069613,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Oranges,3,918.7084047,100653.2811,306.2361349,0,328.6786555,1,-1,0.133603239,0.69013467,0.152954129,322.0233289,2.687225195,82.12389748,7.606,4394,77.99271559,472.5098278,4231.806211,53137.44148,0,108029.6586,21.73729118,189.4776342,39.76023735,94096.80645,40,2,3,670.0640608,8,423.8747005,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Khakis,2,418.5621515,21307.34174,139.5207172,1,152.7181208,1,1,-1,0.3405282,0.431412546,448.2388683,3.90661265,94.77311755,11.1,4900,72.51610099,250.8531788,2028.887566,23777.18629,1,23322.82443,15.8383452,621.803906,34.24027483,19615.55124,80,1,0,265.2293237,14,48.37930135,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Purples,7,416.3976155,54884.83638,138.7992052,0,395.4261576,1,-1,-1,0.862075086,0.48554949,935.2637262,0.494874183,14.36738106,6.884,3116,40.02767992,419.6854972,4793.63257,52034.80991,-1,156361.8461,20.48622701,132.2608728,71.3556888,19414.01856,70,0,3,672.4275078,12,510.335889,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Purples,4,467.2396769,64078.25932,155.746559,0,411.4264851,1,-1,-1,0.175021593,0.334230574,65.67116175,0.316168156,29.85409263,4.392,5608,36.17911781,367.0297407,4848.324333,46639.73709,0,169271.7527,19.15802027,168.3022654,54.92359877,24422.73719,90,1,5,595.0152323,14,447.0916344,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Khakis,8,431.9768202,141399.8145,143.9922734,1,981.9958469,0,1,-1,0.255334808,0.32002736,336.2302503,3.169967546,82.36859138,10.592,5408,62.27047204,542.2118949,10904.38226,79875.67708,-1,964315.8433,23.28544384,603.721151,44.52562695,20887.76708,80,2,3,1016.729335,12,504.6569683,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Blues,3,1191.227739,381769.4056,397.0759129,0,961.451937,0,1,-1,0.693886476,0.115083114,260.0100765,0.617266304,27.33244118,8.377,5623,84.69176299,498.2939006,10611.10717,58915.31728,-1,924389.8271,22.32249763,599.2439815,13.58541963,158076.3565,90,2,3,603.4601892,13,117.7009698,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Turquoises,7,218.1654773,24748.86545,162.4276593,0,152.3685409,1,-1,-1,0.390295927,0.940724052,808.5301961,3.875080119,51.29680489,6.343,9657,94.43019298,77.79633541,1679.27808,10000.04819,1,23216.17225,8.820223093,707.2441942,54.95385269,26555.17218,80,2,4,111.0378203,13,51.56852868,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Purples,3,325.1149805,52567.31087,108.3716602,0,485.0651064,1,1,1,0.713970086,0.29883034,267.6931918,5.616193328,95.27064099,0.376,9624,18.50706174,409.2101881,5669.07144,51977.21114,0,235288.1574,20.22894431,94.60067515,38.10247858,11862.78839,100,0,1,655.8019688,13,478.0125777,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Khakis,6,972.9730649,70835.98254,324.324355,0,218.4109255,1,-1,-1,0.56067358,0.588140344,808.6038684,2.858975504,30.67044078,7.494,8506,36.75791116,481.8651858,3147.839627,53186.25862,0,47703.33239,21.95142788,283.281358,86.88112712,105520.6116,100,2,1,692.9992819,16,474.9590444,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Oranges,5,109.1577914,13018.97035,36.38593045,1,357.8023204,1,1,-1,0.517507821,0.002269788,702.57575,6.009950459,29.96231534,8.071,3929,79.1650485,378.6805654,4335.384335,49379.60489,1,128022.5005,19.45971648,198.0055497,85.42467512,1370.321865,30,1,2,659.2562237,6,565.3269656,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Purples,10,200.2380758,27211.85,66.74602525,1,407.6924415,1,1,-1,0.694392933,0.195475698,96.23258188,2.375937768,56.01439273,6.653,6555.037117,33.10956662,372.4552243,4821.834864,48053.0281,-1,166213.1269,19.29909905,157.6251689,80.72976095,4531.777912,80.38378378,2,2,622.1928297,10,492.4277673,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Browns,7,268.0027341,44221.72623,89.3342447,1,495.0142734,1,1,-1,0.017798119,0.17058709,426.6221595,4.604531059,63.49300067,6.366,3634,66.61604356,432.8793433,5815.90142,53192.23168,0,245039.1309,20.80575265,89.40012457,14.23441288,8079.941521,60,2,2,659.6720008,6,441.158329,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Purples,4,723.9702987,109838.4979,241.3234329,0,455.1505695,1,1,-1,0.369285082,0.002529909,998.8686526,6.290118683,16.96307086,0.133,9867,56.78998679,387.6543335,5326.814362,50410.231,1,207162.0409,19.68893937,121.1676936,26.98320013,58488.3227,100,2,0,647.8892753,16,506.9706363,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Purples,1,743.9691812,99462.77401,132.5261165,1,401.0761864,1,-1,-1,0.667787067,0.34055572,197.1396764,3.561979677,65.67972752,5.138,4862,67.96548343,405.021672,4820.805208,48695.16464,0,160862.1073,20.12515024,162.9644709,22.39604052,61756.89446,60,1,2,610.6083345,10,411.9624222,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Greens,6,189.9429281,17614.62377,63.31430938,0,278.2092065,1,1,-1,0.069506865,0.360219282,48.09716321,0.927293401,60.17592074,6.182,3818,94.04285471,506.4369022,3794.965869,59871.9327,0,77400.36256,22.504153,260.2340846,11.04593135,4082.016082,90,2,1,801.6016112,13,635.9749572,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Turquoises,5,406.6597564,81008.65046,135.5532521,1,597.6149534,0,1,-1,0.600777444,0.053370025,221.4416862,2.819350339,38.3166889,10.34,5660,43.36983464,824.3043284,7624.758191,97040.02167,-1,357143.6325,28.71070059,531.9998578,51.88041704,18520.23742,90,0,3,1256.770634,15,910.2704866,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Khakis,8,656.9400489,73529.05672,218.9800163,0,335.7797573,1,1,-1,0.036129695,0.422936288,998.6496638,1.671198772,10.28711901,8.972,7028,76.04895632,399.907972,4087.874553,38726.80001,1,112748.0454,19.10598048,395.9956273,1.104666479,48181.22755,100,1,3,445.0575065,16,165.8897793,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Oranges,6,66.37426499,8757.071291,22.124755,1,395.8042153,1,1,1,0.161456643,0.011368817,495.3521737,9.900593611,49.97866091,3.719,8281,25.29683977,554.2261122,5066.494378,67264.96391,-1,156660.9769,23.54200739,235.6339242,89.29876529,521.6295386,50,2,2,890.5187763,7,704.2697076,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Khakis,3,225.4281995,3474.186573,75.14273318,1,46.23449835,1,1,-1,0.501244873,0.265240726,232.9676975,8.24297799,25.08281069,6.895,9105,5.402155104,132.9370309,728.2190452,14255.63759,1,2137.628837,11.52983221,694.680449,32.53991313,5731.573083,80,2,3,185.8904439,13,123.2473326,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,3,86.74232576,28385.2132,28.91410859,0,981.7080513,0,1,1,0.341839321,0.309984344,89.23749137,1.246000447,16.90759442,7.823,8177,9.326913767,867.950339,11552.98119,107125.6522,1,963750.6981,29.46099691,733.5231006,21.16131929,874.9397839,100,0,2,1335.860635,14,913.0690504,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pinks,9,742.8578179,168745.1038,247.6192726,1,681.4699922,0,-1,1,0.171638224,0.255398643,912.3939099,0.967988367,65.82555817,4.157,5843,76.92174371,628.6357898,8071.971501,72384.65241,-1,464401.3503,25.07261035,226.573966,17.04514108,61572.92345,90,2,0,862.3713701,8,456.9043202,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Browns,5,156.5654041,15467.92441,52.18846802,1,296.3858683,1,-1,1,0.83812994,0.53809213,914.6628703,0.892927106,31.98780708,1.414,8586,94.93951001,357.4899293,3678.838542,41897.07049,1,87844.58296,18.90740409,285.6929192,76.19429422,2785.824662,70,0,2,530.9298794,6,359.1007125,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Khakis,10,441.4103534,128012.0134,147.1367845,1,870.0204634,0,-1,-1,0.563805417,0.843527139,260.7850686,0.34289344,70.60213615,7.071,8929,26.34050737,587.9740192,9876.152673,77641.06387,0,756935.6068,24.24817559,424.0467221,82.25285567,21806.37013,100,0,1,959.9350649,14,687.5128025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Purples,6,441.1311646,69242.76288,147.0437215,1,470.8991458,1,-1,-1,0.91031522,0.303437262,229.5537947,2.412616089,79.72237284,0.141,9859,67.39158297,424.0302648,5557.051988,52343.74416,1,221746.0055,20.59199516,94.01800157,9.195731976,21778.89977,60,0,5,655.1527505,8,452.8711952,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yellows,2,981.4884808,169570.946,327.1628269,0,518.3074971,0,-1,-1,0.009428863,0.246502151,149.0601394,4.627315907,61.28173757,5.995,8005,93.23387754,328.5178296,5840.11063,44053.83308,1,210788.8546,18.12506082,204.7579512,96.54008294,107372.6782,90,2,2,542.3050411,14,389.6164895,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Pinks,8,73.44475815,7021.561721,24.48158605,0,286.8099193,1,1,-1,0.013654935,0.804235114,522.8195479,3.977942159,73.54380812,4.806,5194,52.10404727,349.3691608,3566.837515,42622.24669,1,82259.92983,18.69141944,271.3345715,20.36638253,633.8296416,70,2,1,556.0903063,8,425.9541393,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Greens,7,220.1559307,21945.0992,73.38531022,1,299.0394009,1,-1,-1,0.245159073,0.083760947,122.6012344,4.725621422,94.38944329,6.969,3031,0.638136477,467.9982995,3926.390608,57506.487,-1,89424.56328,21.63326835,253.6555711,56.88608973,5468.789066,60,2,3,776.8187842,8,651.4327492,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Khakis,6,104.17851,19114.33018,26.94835241,1,709.2949463,0.487057221,1,-1,0.466327016,0.164695517,52.57299799,3.17862347,89.61837175,8.674,7326,40.8752729,684.8027105,8462.554884,84751.49837,-1,503099.3208,26.16873536,394.474246,20.07645266,763.1620501,90,2,2,1076.583835,13,778.6638017,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Khakis,7,52.52635818,80.86255278,17.50878606,0,997.0422196,0,1,1,0.289598738,0.926258372,910.1525138,2.142383354,57.33923081,10.871,5129,79.73141759,993.3060178,11957.03423,119328.3532,-1,994093.1876,31.51675773,858.3025648,37.63531588,334.0663754,70,1,5,1491.813421,9,996.2675664,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Purples,3,66.0199442,9290.700133,22.00664807,0,422.176976,1,-1,-1,0.101777362,0.518915899,562.1410629,4.653589085,97.80600693,3.49,6510,95.401395,431.8980189,5085.565798,52296.86572,1,178233.3991,20.78215626,111.0687139,68.36176431,516.2992072,90,0,2,660.6653845,13,459.4789398,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Turquoises,4,228.7445495,15585.41694,76.24818316,0,204.4037811,1,1,1,0.965757573,0.96406066,597.1201446,1.071927454,75.85434511,8.005,7995,45.04463347,36.12302675,2116.283865,9393.023615,1,41780.90573,6.010243485,661.9886194,3.319848632,5900.033618,100,1,0,118.7840847,12,131.665965,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Oranges,3,64.93221659,10439.76452,21.6440722,1,482.3382785,1,-1,-1,0.879144473,0.524085765,488.5862914,7.330461207,93.88456256,8.821,3179,58.83647026,418.1895941,5659.761973,56593.49815,1,232650.2149,20.44968445,171.3364163,74.67732904,500.1099335,50,1,2,749.3561993,11,649.5034736,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Purples,1,596.9178859,82196.78368,198.9726286,0,413.1059847,1,-1,1,0.501433134,0.836071264,708.6123647,3.414989712,61.23601168,6.814,3186,8.536780998,513.3651956,5157.790238,61202.99794,-1,170656.5546,22.65756376,112.4062664,67.20774176,39799.07957,80,1,2,788.3605908,13,570.0426326,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Purples,2,348.7458735,44631.13923,116.2486245,1,383.9283211,1,1,-1,0.764286799,0.692846078,53.35024279,5.048427309,22.17178263,3.382,6618,74.78770209,456.9567815,4753.196774,55759.82989,0,147400.9557,21.37654746,133.9474692,58.17737363,13639.99132,60,2,2,725.230151,12,551.1524311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Violets,3,295.6990445,17680.09413,131.1740411,1,179.3725187,1,-1,-1,0.90871368,0.769893129,877.2025499,0.416384323,15.24773766,9.37,6630,84.51683824,57.49552411,1908.716235,18893.28193,-1,32174.50046,7.582580307,546.5672716,65.7035985,9823.891339,90,0,3,314.124684,11,488.8829209,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Purples,10,646.7461766,94970.39727,215.5820589,1,440.5301525,1,1,1,0.005857284,0.452997213,125.6046691,4.352544728,41.98760579,3.614,6555.037117,69.58838697,361.8061531,5128.913831,48051.38592,0,194066.8152,19.02120273,150.533951,13.14488593,46701.20617,70,2,1,622.2411851,10,505.1252642,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Oranges,9,438.371559,64859.25077,146.123853,1,443.8649094,1,1,1,0.475228361,0.557502453,283.6625609,5.578228638,11.53186373,5.744,6256,73.48028335,518.0412339,5474.731561,56257.5288,1,197016.0578,22.76051919,193.1947436,93.22363136,21508.30427,50,1,2,668.6350499,10,316.022897,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Purples,4,365.5350504,50285.5399,121.8450168,1,412.7008327,1,1,-1,0.592558403,0.439220569,748.6451839,9.760995125,98.17387438,4.246,5754,73.47537787,457.3025483,5041.613424,55116.1879,-1,170321.9773,21.38463346,97.18387294,15.03541325,14978.05314,80,0,1,703.1917219,12,500.6986905,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Turquoises,10,469.3395121,73934.08712,136.8425349,1,472.583824,1,1,-1,0.993537802,0.07044173,713.4394001,3.502817119,0.84230518,9.363,6637,53.35409364,349.743752,5425.325744,45167.85526,1,223335.4707,18.70143716,183.6539474,92.45919748,24641.95513,80,2,1,561.037109,11,398.0186997,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Purples,6,237.7312474,34861.70678,79.24374913,0,439.9300533,1,-1,1,0.584974845,0.499073621,277.1524519,7.825007979,2.714212262,5.915,4085,40.37690891,451.5962298,5302.492993,56185.93077,1,193538.4518,21.25079363,90.29881979,29.48657591,6368.815525,70,0,1,723.8952966,10,546.9313689,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Violets,3,184.5669487,54003.73439,61.52231625,1,877.7909819,0.533333333,1,-1,0.956091935,0.647300931,96.20051715,5.249611209,28.22293113,12.325,3675,32.13197845,921.954801,10621.81942,107997.9377,1,770517.0079,30.36370862,660.5645137,32.75838885,3856.517713,90,1,0,1337.519004,12,839.9611693,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Purples,8,106.6636346,15169.22871,35.55454487,0,426.6466851,1,1,1,0.639198153,0.059346195,377.0583859,2.619756986,32.34436188,6.053,3947,90.84035254,453.3617845,5173.19042,55936.16048,0,182027.3939,21.29229402,95.5814042,71.35617575,1309.680206,90,1,3,720.5647109,14,539.7488726,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,2,44.36124253,7409.203655,14.78708084,1,501.0592512,0,1,1,0.343217554,0.269489005,246.4777967,3.247040787,72.52004263,2.016,7984,29.99603816,393.2337172,5882.614052,55523.46369,0,251060.3732,20.88087091,69.52127759,81.55596631,243.4448407,100,1,3,706.0937665,12,527.1562968,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Purples,5,288.4317512,42653.66093,96.14391706,0,443.6438854,1,1,-1,0.03246807,0.082795013,561.1804468,2.720052011,37.63113974,4.062,5938,7.266540779,354.8374275,5146.113709,46270.75936,-1,196819.8971,18.83712896,163.6578129,61.83870628,9349.796705,100,1,1,588.5402279,15,449.6443092,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Greens,3,135.5596556,12103.90743,45.18655186,1,267.8652592,1,1,-1,0.83416509,0.654805102,695.4860131,2.06567595,4.916790919,3.86,6140,15.85601284,520.2170766,3719.086745,60758.14928,-1,71751.7971,22.80826772,268.9060001,39.97270241,2097.011021,100,0,1,812.0921936,16,634.2205976,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Blues,2,1077.783053,213610.2443,359.2610178,0,594.5823055,0,1,1,0.915815491,0.596534607,862.3251941,8.650237154,26.87535675,7.579,6421,50.29912293,615.7582414,7177.339538,60806.27064,-1,353528.118,24.81447645,510.7471138,35.72552979,129437.7399,90,2,1,1107.831573,14,988.3818498,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Khakis,8,464.6664606,6500.963874,154.8888202,0,41.97180833,1,1,1,0.730946518,0.640973319,536.1933429,3.178915682,51.83833563,7.628,8372,71.48684065,186.1260727,791.9702286,18650.13457,-1,1761.632694,13.64280296,665.878352,2.823509811,24155.43545,100,0,3,237.9395161,13,132.4577398,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Browns,4,118.1622943,13322.5087,39.38743143,1,338.2426377,1,1,1,0.317054798,0.090939367,716.9439995,8.799468926,48.75130635,2.603,7397,47.44583485,388.3335639,4159.093504,46260.28148,0,114408.0819,19.70618085,215.9392298,47.96333569,1600.757186,100,0,0,588.6173305,9,410.5857185,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Purples,10,266.7131019,36665.43176,88.9043673,0,412.4142928,1,-1,-1,0.898145008,0.077792374,883.7788282,7.396127589,59.90798313,2.517,7483,64.92213651,486.2307476,5096.604423,57126.27129,0,170085.5489,22.05064053,89.51253091,94.9538429,8002.890892,80,2,3,722.6918957,10,487.6855871,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Oranges,5,287.9474625,47384.63675,95.98248752,1,293.7814065,1,1,1,0.632037685,0.536775925,518.0621131,4.655311499,10.32979824,3.744,8256,32.29924557,323.7661043,3585.346274,45141.34123,1,86307.5148,17.99350172,296.3720289,41.70174527,9318.620397,30,1,1,630.4582644,8,619.3812598,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Khakis,2,323.8194236,2874.612774,107.9398079,0,26.63162767,1,-1,1,0.717922854,0.202289058,671.6483224,3.766301381,61.00707543,11.395,4605,6.38079443,73.59152462,413.4993259,7704.104599,-1,709.2435924,8.578550263,774.6694384,78.65304658,11768.94193,60,0,4,98.54868622,8,59.30630258,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Khakis,2,67.33786724,3331.212576,22.44595575,1,148.410369,1,1,1,0.47789156,0.810353874,444.1925716,4.865317836,40.78176336,12.565,3435,17.63820909,385.5046896,2255.11307,36930.26668,-1,22025.63763,19.63427334,505.6599594,81.51833324,536.2668852,90,1,1,439.3368931,12,155.0832711,0.641729581,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Violets,10,92.86461721,29329.54511,30.9548724,0,947.4936523,0,1,-1,0.010231899,0.683481656,687.5615271,9.596099029,16.88651058,12.768,3232,4.207692505,967.8734959,11410.68351,113695.4227,1,897744.2212,31.11066531,748.9087145,2.019871655,999.158998,100,0,1,1404.056184,12,876.4413443,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Reds,5,350.9501304,62855.20759,116.9833768,1,537.3003354,0,-1,1,0.644917202,0.193781933,829.4706896,6.212924956,94.24074716,6.317,5683,91.44156526,513.2634686,6399.530291,62768.37352,1,288691.6504,22.65531877,61.19176531,6.232482428,13812.09382,50,2,0,788.9973799,9,546.6604493,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Purples,9,694.0772631,98156.88412,231.3590877,1,424.2620642,1,1,1,0.294127985,0.240559029,988.7515143,1.555589347,93.89108194,2.052,7948,91.00883291,433.2903786,5109.201399,53145.3354,0,179998.2991,20.81562823,101.4234345,18.23274761,53768.38655,90,0,1,677.3799389,15,489.9847835,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Purples,8,254.2999155,34450.91578,84.76663848,1,406.4206909,1,1,1,0.512109336,0.707853827,202.2601557,5.445131799,42.0816361,5.208,4792,66.23438245,421.216669,5403.14237,52517.24658,-1,165177.778,20.52356375,123.6238283,91.18607712,7280.149639,100,0,5,678.666665,16,499.0244219,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Pinks,1,347.4732645,81146.85253,115.8244215,0,700.6022691,0,1,1,0.956307293,0.756567106,629.4410059,8.185817054,73.74428872,2.772,6286.547826,23.68087992,646.7758657,8299.574423,74787.25782,1,490843.5395,25.43178849,249.0709482,83.60238757,13541.12104,80,0,1,894.2226362,9,484.1282603,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Violets,9,754.6623629,14059.3269,251.554121,0,55.88986914,1,-1,1,0.163626013,0.869332321,706.8207522,0.893292893,48.31340082,12.986,3014,36.64797475,81.61263858,722.1239685,11847.25026,-1,3123.677472,9.033971363,684.4214414,35.79918866,63541.02989,90,2,1,173.999305,14,189.9178867,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,7,131.3894549,40705.17963,43.79648496,0,929.4165883,0,-1,-1,0.663400266,0.925150541,566.5330922,1.838067695,28.24044833,9.695,6305,32.6058059,661.5129977,10617.19188,89459.16169,0,863815.1946,25.71989498,609.7629999,84.3149395,1971.92858,60,0,2,1139.13031,9,901.6539073,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Purples,9,211.4859916,26094.41985,70.49533054,0,370.1581318,1,1,-1,0.036638392,0.761967111,95.25501891,2.762658254,84.20557796,3.386,6614,43.05563723,425.2639554,4552.109229,51991.12072,-1,137017.0425,20.62192899,170.2151028,88.36168721,5050.086959,80,1,4,710.1538499,12,580.8009537,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Purples,2,328.6642629,43829.22776,109.5547543,1,400.066871,1,-1,-1,0.368569749,0.39331195,718.5769177,2.016728597,36.1620411,4.23,5770,78.21351259,415.0410585,4830.750827,50592.45641,0,160053.5013,20.3725565,137.0285609,56.39708897,12121.79895,70,2,1,643.718312,11,460.3493445,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Khakis,10,977.0141275,21170.08283,325.6713758,0,65.00443208,1,1,-1,0.041632966,0.538404197,516.3755515,2.730628436,48.33725386,8.289,7711,3.906087228,187.5023786,1025.049078,19679.48008,1,4225.57619,13.69315079,636.8866733,0.979438564,106397.5164,90,0,3,252.952898,14,155.4006281,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Khakis,2,878.5824481,272066.3174,292.860816,0,928.9952855,0,-1,-1,0.714490315,0.747593731,650.3354842,7.053607928,90.00489721,12.546,3454,17.60653318,837.040994,10964.03484,102080.5046,-1,863032.2405,28.93166075,642.931494,29.67640916,86070.31838,60,1,2,1266.330015,12,840.1871828,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Pinks,6,480.8145502,115126.6888,160.2715167,1,718.3228258,0,1,1,0.775040739,0.884489683,31.16367245,4.830258021,55.34107264,5.478,4522,71.82394795,670.8730041,8524.974266,76546.56899,-1,279679.6314,25.90121627,279.6063053,52.0198432,25857.23059,60,2,0,907.4710433,7,463.7061139,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
