Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Greys,4.0,629.306431116045,90073.50897365801,Military,209.768810372015,No,429.394192653888,Yes,Female,By_16:00,0.9711981746368109,0.9632738404907291,417.211015941575,8.266385830938821,54.71412634942679,6.5089999999999995,5491.0,48.738389601931,428.913926935617,5151.76978041011,53595.9075157922,Maybe,184379.37268488397,20.7102372496217,102.36980994154499,38.4773364523426,44222.7226152625,30.0,45_and_up,3.0,689.4639553732429,9.0,Foot_or_bicycle,Public_Sector,521.0040037315989,0.0,Yes
Khakis,7.0,771.62943731889,214085.085186707,Healthcare,257.20981243962996,Yes,832.336383888758,No,Female,After_16:00,0.7701567860785871,0.0749267057981342,54.8457643017173,8.269121318589901,28.128553647548,8.972999999999999,7027.0,30.3790093166754,518.971283454448,9361.30640579647,70228.7838081896,Maybe,692783.8559450139,22.7809412328474,358.502044977138,32.1987684350461,66424.0974276692,80.0,30-45,1.0,866.859154491898,14.0,Car,Public_Sector,633.1027219880381,0.0,Yes
Reds,3.0,272.976434591493,50919.3239145678,Other,90.992144863831,Yes,559.601314935132,No,Female,By_16:00,0.540984972612932,0.645794831216335,923.962579108775,7.392105625476691,39.099853229709,6.3389999999999995,5661.0,71.8256662134081,466.297352211888,6528.6078537751,61136.4988232171,Maybe,313153.63167712896,21.593919334198898,140.412329655192,22.883870638907,8380.56257178423,50.0,45_and_up,1.0,786.9209722313609,11.0,Foot_or_bicycle,Student_or_Unemployed,622.586447494297,5.0,Yes
Khakis,2.0,194.217416030181,55288.196892353095,Financial,64.73913867672711,Yes,854.015021244458,No,Female,After_16:00,0.34698271891102195,0.47736212448216997,870.7754381466659,3.96722506266087,11.2757886759937,11.177999999999999,4822.0,71.3383817346767,799.494942068122,10139.140096580799,100207.38180291699,Maybe,729341.656511173,28.2753415906532,642.524154068375,84.748145705089,,60.0,Below_30,2.0,1277.32806034036,9.0,Motorcycle_or_truck,Student_or_Unemployed,944.7622207091999,0.0,Yes
Purples,1.0,250.85757422057998,35820.1693519426,Financial,83.61919140686,No,428.37258707340203,Yes,Male,After_16:00,0.7115067900158459,0.212612946983427,53.010735893622,8.38452218333259,54.5644936384633,1.9380000000000002,8062.0,92.9519727360457,390.047241761595,5063.82035425721,48842.710664454,No,183503.07335595897,19.7496137117057,140.32638206462,5.61796482652426,7085.78836294394,60.0,45_and_up,2.0,619.023196798831,10.0,Foot_or_bicycle,Industry_or_other,450.28684101210996,0.0,Yes
Purples,4.0,105.669538646645,14054.905910033602,Education,35.223179548881504,Yes,399.024338235243,Yes,Male,After_16:00,0.0998387462459505,0.211614792235196,169.05028605833598,3.84225363377482,42.1362940454856,6.532,3468.0,13.1707452004775,483.579460692127,4957.40230373669,57202.629764859405,Maybe,159220.422504074,21.990440211422,102.80184851903401,52.71362846251579,1285.8955570816302,100.0,45_and_up,1.0,730.186104087529,14.0,Public_or_other,Student_or_Unemployed,510.124311282179,1.0,No
Violets,3.0,199.659595245454,38092.2265696727,Healthcare,66.5531984151514,No,572.357564726757,No,Female,By_16:00,0.248855619225651,0.6498640903737399,778.408554149792,5.159763891715559,15.541182132437802,12.683,3317.0,66.52326141484079,810.7192125319721,7345.014072331509,87184.84278654889,Yes,327593.181899944,28.473131414229304,322.580011432602,93.9290776150301,4505.88141770166,80.0,30-45,4.0,1060.7358126131098,11.0,Foot_or_bicycle,Public_Sector,547.705529723316,1.0,Yes
Oranges,8.0,497.40450463827204,,Military,165.801501546091,Yes,289.321220537084,Yes,Male,After_16:00,0.894168948521838,0.192338441032916,698.1149513740089,6.391667958814651,62.9356605699286,2.818,9182.0,0.8094326127320529,581.893476431448,4056.9991582337298,61677.9198460066,Maybe,83706.7686530678,24.1224682906092,232.911337209142,7.19428455922753,27665.939416484398,30.0,45_and_up,2.0,774.548880893322,6.0,Foot_or_bicycle,Student_or_Unemployed,443.82526010262,0.0,No
Greys,9.0,137.145700674507,17259.3126666302,Foreign_Affairs,45.7152335581689,Yes,377.53963664363897,Yes,Male,By_16:00,0.0521115052979439,0.6730924223083999,123.449021950364,4.31454854318872,68.0638758465648,7.169,4831.0,16.8502514017746,567.738661307062,4910.873689050511,63162.4251246152,Yes,142536.177237011,23.8272671808385,140.152967597556,83.43207999132571,2145.5978128361,40.0,45_and_up,0.0,794.9178544300321,6.0,Foot_or_bicycle,Student_or_Unemployed,492.39819117862396,0.0,Yes
Browns,1.0,83.5388081449603,9651.91432799905,,27.8462693816534,Yes,346.614269786467,Yes,Female,By_16:00,0.78438132465817,0.28994513419456797,20.862318808212898,1.81097265798599,43.156935065053396,3.4930000000000003,6507.0,8.09665378183126,401.53202401125,4269.206745887171,48297.5800519467,Yes,120141.452019605,20.0382639969447,189.802181270591,32.5693153310567,813.2609878572639,100.0,Below_30,2.0,619.5744995600061,10.0,Car,Industry_or_other,447.068501942469,1.0,Yes
Greens,5.0,149.474733217252,15282.537307466499,Social,49.8249110724174,No,306.724828575294,Yes,Male,After_16:00,0.629849093267694,0.9423765803221609,985.5926122982049,7.49370941193774,61.879098508507006,4.625,5375.0,21.389708295464498,542.790402182814,4152.829090118571,62669.0863244683,Yes,94080.1204645436,23.2978626097506,226.49717298705397,51.1267851106822,2542.34667444672,70.0,Below_30,3.0,824.2171505625661,13.0,Car,Public_Sector,610.066611481007,0.0,No
Purples,2.0,589.165283887681,76237.6626058714,Education,196.38842796256,Yes,388.19834445849,Yes,Female,By_16:00,0.9847210031002759,0.557602231623605,570.571253541857,0.38982679136097403,34.4658579211682,1.0270000000000001,8973.0,74.633354251273,368.778401532546,4619.54024765,47594.89389821111,Yes,150697.954640313,19.203603868351,172.391427332429,58.3434809232131,38774.8030655683,100.0,30-45,2.0,620.573654951511,12.0,Motorcycle_or_truck,Services_or_Retail,499.706518252742,1.0,No
Khakis,7.0,402.849867930169,7608.265053340529,Financial,134.283289310056,No,56.6583161049419,Yes,Female,By_16:00,0.7730952140409499,0.22777260420844,876.474848017097,7.7196900243870905,27.3049923358485,8.875,7125.0,77.1302539622411,94.13147158920759,754.846104227834,9104.248466779109,Maybe,3210.16478384752,9.702137475278722,765.1408813518531,15.4496632516384,18176.2850772383,60.0,Below_30,3.0,103.656750950748,10.0,,Student_or_Unemployed,26.545189819934002,5.0,Yes
Browns,1.0,832.399087141798,89973.2983088123,Education,277.466362380599,Yes,324.267408621577,Yes,Female,By_16:00,,0.892484680982307,413.523951778188,0.778783475980163,12.7008990384638,2.555,7445.0,68.12500881496821,381.942782870597,4006.5596519569604,45303.1689906125,Yes,105149.35229415301,19.5433564893699,,94.38232111278921,77275.0486151026,100.0,45_and_up,4.0,576.940471845651,9.0,Foot_or_bicycle,Public_Sector,401.53045279991096,1.0,Yes
Turquoises,5.0,192.76484752782102,26270.9354657114,Healthcare,64.2549491759402,No,408.85466104373296,Yes,Female,By_16:00,0.470306041883305,0.28004091372713397,263.051452348009,0.16157777281478,88.25174232479179,6.718,9282.0,0.8847621036693449,198.616002872164,4485.77861618166,31346.7769637114,Yes,167162.133857186,14.093118990208099,340.696469602922,88.07874324265872,,80.0,45_and_up,2.0,404.573944693556,12.0,Motorcycle_or_truck,Services_or_Retail,369.86815200847,1.0,No
Khakis,8.0,883.901769208223,294370.781024851,Environment,294.633923069408,Yes,999.106884768002,No,Female,By_16:00,0.443053066730499,0.565303094917908,421.74184997566005,2.0695309643633704,65.412900224328,6.747999999999999,9252.0,76.3945144833997,969.128015800379,11929.3248792808,116995.708614112,No,998214.5671908229,31.130820994641,834.936064446326,30.048639443703,87113.7825463391,90.0,30-45,1.0,1460.83569202379,11.0,Foot_or_bicycle,Hightech,977.419578653304,1.0,Yes
Greens,10.0,398.585008413078,38680.9015462357,Education,132.861669471026,Yes,291.136651377627,Yes,Male,By_16:00,0.907044035615399,0.17271485179662696,348.354378249496,2.2696942696347797,48.884867620654404,5.566,4434.0,35.1559165865183,526.625127470781,3964.6167687178295,62480.877797017594,Maybe,84760.5497753781,22.9483142620712,270.384794316288,27.759256167337302,17795.0848840992,100.0,30-45,4.0,837.8924652078889,12.0,Car,Hightech,669.6323706928459,0.0,No
Browns,2.0,360.35171790660894,61814.7312642807,Environment,120.117239302203,Yes,514.619979807902,No,Female,By_16:00,0.32551302621141104,0.301753155188635,60.7109819538891,7.07893584156409,26.3318151934072,1.1,8900.0,13.1806019926444,455.544946618462,6057.28969131594,56220.9857102401,Yes,264833.723617485,21.3434989310202,51.084452841121205,58.34265211597079,14558.2684168849,90.0,30-45,3.0,701.2100656771629,8.0,Public_or_other,Hightech,479.515231479515,2.0,Yes
Yellows,7.0,1025.78548830458,173062.218805453,Environment,341.928496101527,No,506.135700237357,No,Male,After_16:00,0.738777193706483,0.503183907363564,926.726216683164,3.62729404354468,93.9705341355875,9.924,4076.0,74.7154764598235,355.946362853703,5773.24972808098,51331.5476154353,No,256173.34705476,18.866540829036502,187.352255681068,37.7182904398069,117267.024942353,90.0,45_and_up,1.0,680.781202746503,11.0,Car,Industry_or_other,619.631812308869,1.0,Yes
Purples,8.0,433.98319845989,47734.6292635691,Social,144.661066153297,Yes,329.975649515709,Yes,Male,After_16:00,0.87812239699997,0.964328124187887,350.21678800694605,5.33188034780324,15.3623337391764,1.8780000000000001,8122.0,21.504040108993603,357.36883917614404,4014.49417350938,45777.9735457629,Yes,108883.929273314,18.9042016275786,221.954251645379,84.9357675760984,21081.4851267618,70.0,45_and_up,3.0,606.344310860195,11.0,Motorcycle_or_truck,Public_Sector,503.429581300188,0.0,No
Browns,9.0,350.54198745605004,42419.6088476026,Financial,116.847329152017,No,363.03447545998597,Yes,Male,By_16:00,0.723304169485345,0.9109446648508309,518.131188116968,4.7034396231174505,57.6119953999296,5.343999999999999,4656.0,82.74823515675959,408.93476496638397,4448.21428453263,48633.7734127885,No,131794.030372507,20.2221355194347,181.270050777272,15.6460028840229,13780.145659111698,60.0,30-45,3.0,616.244869334397,5.0,Public_or_other,Hightech,423.800266637305,0.0,Yes
Khakis,8.0,854.486422634981,279188.94583125,Financial,284.828807544994,Yes,980.1991176301481,No,Male,By_16:00,0.725913354661316,0.34142675530165395,207.159070763737,0.56481241248548,98.36809244006871,7.106,8894.0,45.989997056312895,937.637711409479,11677.266599120401,114580.69407946801,Yes,960790.3102029209,30.6208705201122,817.349561053366,45.468752179294796,81422.278415048,60.0,45_and_up,1.0,1439.85672522713,11.0,Public_or_other,Student_or_Unemployed,995.925746391162,0.0,No
Khakis,4.0,119.70137614648199,38806.4642807774,Financial,39.9004587154939,Yes,972.5819083305,No,Male,After_16:00,0.20719940122216898,0.911025321576744,674.883758416399,5.0885311467573,33.996461471542695,7.881,8119.0,50.5647014360875,939.1143735265359,11604.0478303581,114191.188689556,No,945915.5684117959,30.644973054753,803.7789486838451,48.144783754833,1641.94706442233,60.0,30-45,2.0,1432.2034393072502,12.0,Public_or_other,Services_or_Retail,979.4846246006309,0.0,Yes
Khakis,7.0,755.310488378277,3157.37023968834,Education,251.770162792759,Yes,12.540684744630699,Yes,Male,After_16:00,0.3624373178463429,0.19111875747330498,896.8193791806699,1.4624973619356798,19.3825164111331,9.461,6539.0,20.3976801130921,405.91756324283796,937.241973931982,32818.414219881604,No,157.26877386421302,20.1473959419782,700.5495978415829,73.5439612763003,63649.985035485195,100.0,Below_30,3.0,369.445473649449,12.0,Car,Student_or_Unemployed,5.731196512864,1.0,No
Browns,9.0,43.996068462399904,4656.46833103858,Healthcare,14.6653561541333,No,317.51484806089803,Yes,Female,By_16:00,0.445074680959806,0.630506833549589,721.571251749992,8.27123651979491,7.53768929280341,5.281000000000001,4719.0,98.2470897259191,375.760265233764,3926.66901107651,44528.720360613,Maybe,100815.678739135,19.384536755717498,244.73940484415502,73.0596581008285,239.73802728170799,80.0,45_and_up,1.0,567.112826231187,8.0,Foot_or_bicycle,Student_or_Unemployed,394.35420542941904,1.0,No
Greens,3.0,223.157831563131,21426.329752851998,Environment,74.385943854377,Yes,288.042722087355,Yes,Female,After_16:00,0.802148560294881,0.960385770304129,695.8469208329919,4.0962780732661495,73.7152012297884,0.6509999999999999,9349.0,18.2694952469319,518.292147328542,3917.01151553064,61111.4039660277,Maybe,82968.6097474935,22.766030557138,255.427990508001,9.55171270761639,5617.654586960911,90.0,30-45,2.0,815.9477679404939,13.0,Foot_or_bicycle,Public_Sector,641.3611262721411,1.0,No
Greens,9.0,203.90404368168203,18916.6647260729,Financial,67.9680145605606,Yes,278.31715915753,Yes,Male,By_16:00,0.9949245708994571,0.955793580505997,555.7248517870901,0.786650402005762,14.2087337328121,1.367,8633.0,77.4611325468868,546.557045164697,3876.28568190469,63138.824238805,Yes,77460.4410815178,23.3785595185994,265.445693333407,97.52225736156109,4697.6190178651395,60.0,30-45,2.0,838.9258591716169,12.0,Car,Student_or_Unemployed,638.3856052152739,0.0,Yes
Purples,9.0,396.78286656988297,51713.853844452904,Financial,132.260955523294,Yes,390.998640829756,Yes,Female,By_16:00,0.5073208084795621,0.9957156728487461,751.463920343667,0.0301481876522303,79.1144243907183,3.097,6903.0,27.8798571787775,378.084998812833,4666.15640592323,50097.1056114946,No,152879.93713071698,19.444407905946502,179.52469961538003,29.687017621472503,17635.2213114581,60.0,45_and_up,4.0,666.405250239788,11.0,Foot_or_bicycle,Services_or_Retail,574.0577744505259,2.0,Yes
Oranges,4.0,466.074625577273,46465.1123134095,Military,155.358208525758,No,299.08372885045,Yes,Male,After_16:00,0.49327146960422397,0.334572234191,285.250735236332,5.55486998520792,44.7908333968371,8.993,3007.0,13.354768534191,343.189232096649,3677.2157526978003,48339.7871744262,Maybe,89451.07686308981,18.525367259427,316.090758201063,75.3057179041207,24301.5311648586,30.0,45_and_up,3.0,682.2618386467379,8.0,Public_or_other,Industry_or_other,686.966313749417,1.0,Yes
Violets,4.0,348.470349409711,111015.579206419,Social,116.15678313657,No,955.739098558658,No,Male,After_16:00,0.369508868316188,0.7077497574500741,501.853038556874,5.66030606860295,6.07513580471277,6.4239999999999995,9576.0,32.049969979561894,979.9481179223981,11517.2872214314,112161.72183297599,Yes,913437.224513716,31.304123017941198,711.700206256646,22.5882610538974,13618.5550517728,70.0,Below_30,1.0,1358.35999258792,11.0,Public_or_other,Services_or_Retail,761.665553203784,2.0,No
Violets,2.0,138.97772578959498,2930.9976714665804,Healthcare,46.325908596531804,No,63.2690811742872,Yes,Male,After_16:00,0.45822786865755893,0.00614464585669339,994.4987911731,8.181211452465499,59.200663655065,12.32,3680.0,45.41495379526171,266.797533472718,1166.28587868831,31469.6076131331,Maybe,4002.97663263854,16.3339380883092,506.420804550656,81.4625343773514,2202.41571589075,80.0,30-45,1.0,443.18883075054396,14.0,Public_or_other,Public_Sector,393.488285015337,0.0,Yes
Blues,9.0,2248.5891656674803,579735.809870791,Environment,749.5297218891611,Yes,773.4660720452671,No,Male,After_16:00,0.8174519734457141,0.16603425610810502,729.065192397684,0.7632408477365971,54.3607943924144,9.825,4175.0,99.566702847369,392.10171787999604,8518.86415621266,53307.558605447404,Maybe,598249.764605134,19.801558470989,316.707463139264,56.5167899243534,562554.333717132,90.0,30-45,1.0,621.33593482431,11.0,Foot_or_bicycle,Services_or_Retail,382.195563055575,0.0,No
Khakis,4.0,387.881110676845,20087.567205257,Financial,129.293703558948,No,155.363847212394,Yes,Female,After_16:00,0.974896179512143,0.15399692999199,570.914222393185,3.77958951983601,74.35814565978941,9.26,6740.0,14.4901377614588,284.03786092530896,2121.7141939745497,27485.6881180154,No,24137.925020636,16.85342282521,575.919766625733,63.134923274628804,16856.155483548202,60.0,Below_30,1.0,317.289456105756,11.0,Motorcycle_or_truck,Services_or_Retail,92.23799310347721,1.0,Yes
Khakis,3.0,782.223364778832,8033.710318300899,Environment,260.741121592944,Yes,30.8110599096169,Yes,Male,By_16:00,0.448061515344307,0.122220795368776,623.217367334291,8.73182804323733,37.4140017433092,10.434000000000001,5566.0,98.30357995815581,134.362561511807,576.835722119783,13117.9470165584,Yes,949.321412754002,11.5914865962829,728.0390183792811,28.195668687112605,68256.6736111393,90.0,30-45,4.0,164.119456507031,12.0,Car,Services_or_Retail,80.22409031088591,0.0,No
Oranges,9.0,402.371717434596,35513.617502992995,Other,134.123905811532,No,264.782160108698,Yes,Male,After_16:00,0.16673302580602498,0.8852202934212979,216.087424429134,9.146048424299812,69.3012536736205,7.266,4734.0,44.887985591776705,327.73308604218,3303.2877731713397,42320.5042649369,Maybe,70109.5923118283,,291.586073061153,25.68785531912,18133.3460159522,50.0,Below_30,2.0,573.624094746976,8.0,Public_or_other,Public_Sector,504.372202596288,0.0,Yes
Khakis,8.0,196.66661643237703,46410.2785029437,Social,65.5555388107924,No,707.953581723947,No,Female,After_16:00,0.0308896815404296,0.8463884117081758,195.18505944870398,8.94632766256109,11.3536704331636,12.735,3265.0,91.6076657362282,612.813491141424,8305.16279952232,77477.69702263111,No,501198.273875766,24.7550700088169,318.87637594735,75.51188841462141,4373.08420758411,70.0,30-45,2.0,979.227648939026,9.0,Motorcycle_or_truck,Industry_or_other,713.800297478701,0.0,No
Purples,10.0,282.828189131942,36411.009699546004,Social,94.2760630439805,Yes,386.21690940318496,Yes,Male,After_16:00,0.73073589336127,0.60409204242751,433.66365390829696,6.24992644181475,2.26808851584792,3.9730000000000003,6027.0,42.336583067663,312.974715685055,4488.11852540196,40473.9697533483,No,149163.501108948,17.6910914215335,246.976600303836,77.64490507543091,8992.25212611657,70.0,30-45,1.0,513.131653289253,11.0,Foot_or_bicycle,Industry_or_other,385.66543646477004,0.0,Yes
Turquoises,7.0,158.776746858903,51096.5642444821,Financial,52.925582286301,Yes,965.441702050157,No,Male,By_16:00,0.135220749070868,0.34287719172425607,967.304746853188,7.3062896868214,11.2788006896153,8.094,7906.0,39.1634812345728,998.467108143684,11651.3512367889,119068.52096319199,Maybe,932077.6800575041,31.5985301579628,839.9844404194321,56.054023071192205,2864.0428426303197,60.0,Below_30,3.0,1490.35246703096,12.0,Car,Hightech,990.375798993254,1.0,Yes
Browns,3.0,190.775698965886,31370.842375187596,Financial,63.5918996552952,No,493.315069139869,Yes,Male,By_16:00,0.9962239642627541,0.5346090318635109,851.301693357527,4.9077654001303,88.63065477926278,0.949999999999999,9050.0,65.8626151271164,482.010111180132,5897.1709137589505,57669.8638511942,Yes,243359.75744047397,21.95472867471,38.864818118258796,17.8917365847155,4117.52160142443,60.0,Below_30,1.0,716.2427543979719,5.0,Car,Student_or_Unemployed,466.204294843732,0.0,Yes
Khakis,10.0,100.125164607487,32412.3204906592,Healthcare,33.375054869162504,No,971.154073535538,No,Male,After_16:00,0.49673226871527704,0.7832017533946779,723.4355953987691,4.2695492273196605,46.3469275040552,10.407,5593.0,85.2202307665721,965.70681326557,11642.9543618865,116048.382379522,No,943140.234544669,31.075823613632004,811.563318850221,69.03913829009979,1157.26934238877,80.0,30-45,1.0,1450.64758425284,13.0,Foot_or_bicycle,Public_Sector,968.792089920556,0.0,No
Khakis,8.0,410.420860803378,22077.4051288759,Financial,136.806953601126,No,161.376337589131,Yes,Male,By_16:00,0.7744688654784109,0.12743179034441698,906.488521490246,5.70483618415892,8.8009889703244,11.522,4478.0,29.373784875497197,322.642354061827,2259.04808401496,34318.84630333,Maybe,26042.3223336811,17.9622480236141,456.41695372261495,8.876271708868439,18862.949507221798,60.0,30-45,1.0,431.821409792136,10.0,Public_or_other,Student_or_Unemployed,250.61131475515703,2.0,Yes
Khakis,9.0,271.306193047358,55960.1115933604,Education,90.43539768245279,Yes,618.785486960029,No,Male,By_16:00,0.7012110538780689,0.131410802714527,74.1766246501356,2.17156737111509,,8.171,7829.0,31.2465423718095,606.908640475012,7401.672150550309,78020.0975548436,Maybe,382895.47887236,24.635515835375,361.11532426643697,50.3064078977332,8278.99655166585,100.0,30-45,0.0,1020.01052161313,15.0,Foot_or_bicycle,Hightech,823.828392979225,0.0,No
Greys,8.0,457.28013537895106,72779.81667871,Foreign_Affairs,152.426711792984,Yes,477.47416330515,Yes,Female,After_16:00,0.8084960433188829,0.413201251067221,650.2739905845369,7.77671655407175,52.444044919684494,4.062,7938.0,36.7797745624557,543.827700347477,5862.39703374645,61483.3636116902,Maybe,227981.576623953,23.320113643536896,86.6720971773084,83.5465284995735,23396.3291798143,40.0,45_and_up,1.0,751.542059854211,7.0,Motorcycle_or_truck,,428.699426421932,0.0,Yes
Purples,1.0,328.543748714854,47215.8477597965,Social,109.514582904951,Yes,431.13753901410104,Yes,Male,After_16:00,0.9438972133211792,0.32272236491553496,39.0798554290086,0.15815787715837398,1.04298074729741,6.157,3843.0,22.6469101151451,435.359291284346,5182.093972709699,53242.0784560674,Yes,185879.57754713602,20.865265186053698,96.16445542128021,66.6914138244465,12112.9584517504,70.0,30-45,2.0,675.893572363408,10.0,Foot_or_bicycle,Hightech,481.912912612173,0.0,Yes
Purples,10.0,469.112546798404,71441.0301852384,Social,156.370848932801,,456.869235364575,Yes,Male,By_16:00,,,517.370664980263,1.9953871145844497,,4.937,5063.0,0.214736838825047,419.222227294358,5407.136808234461,51862.6928237142,Maybe,208729.49822261103,20.474917027777103,100.31080668419001,12.2428013943136,24618.213244897797,70.0,Below_30,2.0,652.511659383288,13.0,Public_or_other,Student_or_Unemployed,459.049462563816,0.0,Yes
Violets,9.0,297.200822395778,3629.6418890129708,Education,99.06694079859258,Yes,36.6382756927176,Yes,Male,By_16:00,0.214924257481471,0.244749325560406,240.980375092477,5.13083092868328,30.7670162292197,10.078,5922.0,0.438537495210767,79.1158278913327,524.614412709841,10318.270639664,Yes,1342.3632457355802,8.89470785868387,718.9664155861869,46.5599327581003,9923.32569999045,100.0,Below_30,2.0,148.045327488454,15.0,Public_or_other,Services_or_Retail,146.35450963396602,1.0,Yes
Violets,10.0,73.9478144119192,4447.405761351451,Healthcare,24.6492714706397,Yes,180.427472943728,Yes,Female,After_16:00,0.9435957460664209,0.763303893385455,287.578483112156,0.862170560285449,94.4119645981118,6.31,9690.0,86.4637652644888,304.2778805407,2412.83049051868,38303.731650594906,Maybe,32554.0729928596,17.4435627249911,375.669295569469,87.27670528460291,642.235855503934,80.0,45_and_up,2.0,528.724017330905,12.0,Public_or_other,Hightech,473.662355099805,1.0,Yes
Greys,2.0,348.571579166876,54044.8757264518,Foreign_Affairs,116.190526388959,No,465.140122917866,Yes,Male,By_16:00,0.22587884566746697,0.121182366507128,726.136356359348,7.1461589285172495,83.3792353980243,,4119.0,10.991409397684,530.583819855563,5712.56886888979,59810.5781056296,Yes,216355.333948048,23.0344051335293,100.22270812158001,93.8431644579396,13626.4289489323,40.0,45_and_up,0.0,729.615329022247,9.0,Public_or_other,Services_or_Retail,411.15175772090697,0.0,Yes
Greens,9.0,932.810464030773,82589.71512464559,Financial,310.936821343591,No,265.615743956495,,Male,By_16:00,0.9743277411907908,0.492375864647329,701.2917785905299,1.8886615568772,38.864443334750796,0.0909999999999993,9909.0,,500.229160978819,3656.6157615225798,58969.65244842481,Yes,70551.7234375621,22.3658033832639,266.888489556479,19.9477953370661,97002.6436885999,60.0,45_and_up,2.0,790.590687164823,9.0,Car,Public_Sector,627.6457357764721,0.0,Yes
Purples,8.0,296.41232383555,32335.9887063225,Healthcare,98.80410794518329,No,327.27372756872103,Yes,Female,After_16:00,0.37553765834309205,0.41910683969035706,47.3030549474061,5.71313220541924,85.31859100330621,5.9639999999999995,4036.0,6.87082335352898,463.089638306169,4198.91655229955,52238.0339139524,Yes,107108.092756726,21.5195176132312,194.491337844591,34.8260321188718,9871.05585478861,80.0,30-45,0.0,658.7952098583071,11.0,Foot_or_bicycle,Services_or_Retail,418.574325251765,0.0,No
Browns,4.0,595.8329516224691,,Healthcare,,Yes,302.07500169605,Yes,Female,By_16:00,0.5679539442062379,0.18568462110124498,16.8367438018322,2.27465637028217,40.3637538198382,6.447,3553.0,94.6436703205109,383.465580736712,3787.6811784339293,44847.743088905,Maybe,91249.30664966881,19.582277210189602,,26.626171707175697,,80.0,45_and_up,2.0,571.744383726889,7.0,Motorcycle_or_truck,Hightech,392.835721788486,0.0,No
Browns,4.0,299.267345054371,32873.4074044667,Financial,99.7557816847904,Yes,329.53886831683104,Yes,Female,After_16:00,0.36850670003332203,0.0767942445818335,178.585286717862,5.8857019175775305,97.79830980114642,5.53,4470.0,19.468913995660802,390.95246211632303,4077.29360740096,46290.3061374721,Yes,108595.86573153801,19.772517849690303,221.788755945637,39.66637663543221,10060.9717612284,60.0,30-45,2.0,589.418676796811,5.0,Public_or_other,Industry_or_other,409.215148120874,0.0,Yes
Purples,3.0,275.12799177579103,38788.0445706041,Healthcare,91.7093305919302,No,422.9454551707,Yes,Female,After_16:00,0.271311410935596,0.609455354744568,760.0202905014161,2.6698609162122002,14.471438899636299,3.9589999999999996,6041.0,,367.299690538609,4964.053932784221,51393.6593454868,No,178882.85804955103,19.165064323883897,210.661320713079,35.0479944841936,8512.310648211871,80.0,Below_30,3.0,695.029731447388,13.0,Car,Industry_or_other,644.33092889114,1.0,No
Khakis,10.0,528.4917511708139,130803.407893185,Healthcare,176.16391705693803,No,742.509647142484,No,Female,By_16:00,0.7440694433171301,0.0491093657910824,628.937124507502,4.31218323064968,59.9622579524294,8.609,7391.0,84.93347687181091,726.147092063911,8877.39065555267,92551.0550779741,Maybe,551320.576099657,26.9471165816291,558.507255504938,90.54513124283399,31219.889589900697,80.0,30-45,1.0,1202.49255869001,13.0,Foot_or_bicycle,Industry_or_other,949.418422236476,0.0,No
Purples,10.0,313.202897215056,32654.114731038302,Environment,104.400965738352,Yes,312.775983441337,Yes,Female,By_16:00,0.10311605338938498,0.529399218270555,312.921849777922,6.73425070475787,27.2102333372459,6.119,3881.0,40.674675675109,404.301389671995,3936.36261375736,47948.3370579213,No,97828.81581769539,20.1072471927908,216.777110397278,85.28676221612841,11013.962612838899,90.0,45_and_up,2.0,618.780026563256,15.0,Car,Industry_or_other,447.262355028653,0.0,No
Khakis,10.0,300.840875760821,8997.96865084126,Healthcare,100.280291920274,Yes,89.72818565381691,Yes,Female,By_16:00,0.21695759030990303,0.0372090288437903,890.618605306372,4.73051183857024,44.534112582914496,11.552999999999999,4447.0,57.1333742234856,189.83922677580298,1276.9603100897698,17881.155424541,No,8051.14730072583,13.778215660084697,682.857236601012,93.8453502953053,10166.4172395356,80.0,45_and_up,3.0,205.23329932364499,13.0,Car,Services_or_Retail,50.8103533200817,1.0,Yes
Blues,2.0,1384.57890626797,189010.58304912102,Environment,461.526302089324,Yes,409.53371929936094,Yes,Male,After_16:00,0.909104247111827,0.5424407199025151,294.752025743946,3.04101843154058,83.9901030994952,4.172,9828.0,26.7663527512923,55.8131337165833,4206.963460426779,33477.070680121,Maybe,167717.867243168,7.47081881165534,644.8920046631599,80.349267157726,213478.053822335,90.0,Below_30,3.0,570.531860855408,15.0,Public_or_other,Services_or_Retail,958.6933371610941,0.0,Yes
